kind,title,year,jurisdiction,ministry,act,act_title
rule,"G.S.R. 595(E) These rules may be called the Environment (Protection) Fifth Amendment Rules, 2009",2009,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 596(E). Ecomark Rules, 2024",2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 603(E) The Indian Railways (Open Lines) General (Second Amendment) Rules, 2022",2022,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"G.S.R. 618(E).—Environment (Protection) Act, 1986 (29 of 1986)",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 628(E): Environment (Protection) Amendment, Rules, 2001",2001,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 631(E): Environment (Protection) (Amendment) Rules, 1997",1997,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,G.S.R. 642(E)-Companies (prospectus and allotment of securities) amdnt Rules 2020,2020,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R. 647(E): Environment (Protection) Fourth Amendment Rules, 2002",2002,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 656(E) Environment (Protection) Fourth Amendment Rules, 2021",2021,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 657(E) Environment (Protection) Third Amendment Rules, 2021",2021,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 662(E) Environment (Protection) Amendment Rules, 2020",2020,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 670 (E) 06-07-2016 : Hazardous and Other Wastes (Management and Transboundary Movement) Amendment Rules, 2016",2016,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 682(E) Environment (Protection) Second Amendment Rules, 2022",2022,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 696(E) The Water (Prevention and Control of Pollution) (Manner of Holding Inquiry and Imposition of Penalty) Rules, 2024.",2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R. 702(E) In exercise of power conferred by the proviso to sub-section (1) of section 21 of the Air (Prevention and Control of Pollution) Act, 1981 (14 of 1981), the Central Government, in consultation with the Central Pollution Control Board, exempts various categories",2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R. 703(E) In exercise of power conferred by the proviso to sub-section (1) of section 25 of the Water (Prevention and Control of Pollution) Act, 1974 (6 of 1974), the Central Government, in consultation with the Central Pollution Control Board, exempts the various categories of industrial plants from the application of the provisions of the said sub-section.",2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R. 704(E) These rules may be called the Environment (Protection) Amendment Rules, 2007.",2007,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 72 (E) : Environment (Protection) Amendment Rules, 2001",2001,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 72 (E): Environment (Protection) Amendment Rules, 2001",2001,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 724(E) Environment (Protection) 115 Amendment Rules, 2021",2021,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 730(E).—amend the Environment (Protection) Rules, 1986 which the Central Government proposes to issue in exercise of the powers conferred by sections 6 and 25 of the Environment (Protection) Act, 1986 (29 of 1986),",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 742(E) : the Commission for Air Quality Management in National Capital Region and Adjoining Areas (Manner of Taking Samples and Form of Notice) Rules, 2021",2021,CENTRAL,"Ministry of Environment, Forest and Climate Change",commission-air-quality-management-national-capital-region-adjoining,"The Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021"
rule,G.S.R. 742(E) Environment (Protection) Amendment,2000,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 742(E) Environment (Protection) Amendment, Rules",2020,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 75(E) Environment (Protection) Amendment Rules, 2024",2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 759(E) : the Commission for Air Quality Management in National Capital Region and Adjoining Areas (Appointment, Salary, Allowances and other Terms and Conditions of Service of Chairperson, Full-time Members and Member-Secretary) Amendment Rules, 2021",2021,CENTRAL,"Ministry of Environment, Forest and Climate Change",commission-air-quality-management-national-capital-region-adjoining,"The Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021"
rule,"G.S.R. 767(E) : the Commission for Air Quality Management in National Capital Region and Adjoining Areas (salaries, allowances and conditions of service of the officers and staff of the Commission) Amendment Rules, 2022",2022,CENTRAL,"Ministry of Environment, Forest and Climate Change",commission-air-quality-management-national-capital-region-adjoining,"The Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021"
rule,"G.S.R. 768(E), [04/11/2008] - Notification on Public Liability Insurance Act",2008,CENTRAL,"Ministry of Environment, Forest and Climate Change",public-liability-insurance-act-1991,"The Public Liability Insurance Act, 1991"
rule,"G.S.R. 771(E)- Environment (Protection) (Third Amendment) Rules, 2013.",2013,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 789(E).- Environment (Protection) (Fifth Amendment) Rules, 2014.",2014,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 801 (E): Environment (Protection) Third Amendment Rules, 1993",1993,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 804(E) Environment (Protection) Third Amendment Rules, 2022.",2022,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 809 (E) Environment (Protection) (Sixth Amendment) Rules, 2010.",2010,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 826(E) Environment (Protection) Fifth Amendment Rules, 2023",2023,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 826(E) These rules may be called the Environment (Protection) Seventh Amendment Rules, 2009.",2009,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 835(E).—Environment (Protection) Rules, 1986",2019,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R. 84(E) The Control of Air Pollution (Grant, Refusal or Cancellation of Consent) Guidelines, 2025.",2025,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R. 840(E)- Central Poliution Control Board (Member-Secretary, Terms and Conditions of Service and Recruitment) Rules, 2012.",2012,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 844(E)- The Prevention of Cruelty to Animals (Pet Shop) Rules, 2018",2018,CENTRAL,Ministry of Agriculture and Farmers Welfare,prevention-cruelty-animals-act-1960,"The Prevention of Cruelty to Animals Act, 1960"
rule,"G.S.R. 846(E ) Environment (Protection) Amendment, Rules",2020,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 85(E). The Control of Water Pollution (Grant, Refusal or Cancellation of Consent) Guidelines, 2025.",2025,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R. 86 Draft Prevention of Cruelty to Animals in Animal Markets Rules, 2018.",2018,CENTRAL,Ministry of Agriculture and Farmers Welfare,prevention-cruelty-animals-act-1960,"The Prevention of Cruelty to Animals Act, 1960"
rule,"G.S.R. 894(E).—Environment (Protection) Rules, 1986, for the information of the public likely to be affected",2019,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R. 895(E) Environment (Protection) Sixth Amendment Rules, 2023",2023,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,G.S.R. 906(E).—the industrial units mentioned in the list annexed to the said notification as Annexure and any change in the said list shall be made on the recommendation of the concerned State Government and with the approval of the Central Pollution Control Board;,2019,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,G.S.R. 91(E)-Companies (Incorporation) 2nd Amendment Rules 2021,2021,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,G.S.R. 92(E)-Companies (Specification of Definition details) Amendment Rules 2021,2021,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R. 93(E)-Companies (compromises, arrangements and amalgamations) Amendment Rules 2021",2021,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R. 94(E).—amend the Environment (Protection) Rules, 1986,",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R. 95(E): Environment (Protection) Amendment Rules, 1992",1992,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. 952(E) .—Extraordinary, as required under sub-rule (3) of rule 5 of the Environment (Protection) Rules, 1986, vide notification of the Government of India in the Ministry of Environment, Forest and Climate Change, number G.S.R 1173 (E), dated 5th December, 2018",2019,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R. 96(E).— industrial boilers (fuel wise) was published in the Gazette of India, Extraordinary, vide notification of the Government of India in the erstwhile Ministry of Environment, Forest and Climate Change vide no. G.S.R. 1343 (E), dated the 25 October, 2017,",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R. 97(E).—sections 6 and 25 of the Environment (Protection) Act, 1986 (29 of 1986), the Central Government hereby makes the following rules further to amend the Environment (Protection) Rules, 1986,",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R. 978(E): These rules may be called the Environment (Protection) Fifth Amendment Rules, 2016.",2016,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R. NO. 235 (E) Companies (Accounts) Second Amendment Rules, 2022 dated 31.03.2022",2023,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R. NO. 401(E) Companies (Compromises, Arrangements and Amalgamations) Amendment Rules, 2022 Dated 30.05.2022",2022,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,G.S.R. NO. 41(E) Companies Appointment and Remuneration of Managerial Personnel Amendment Rules 2023 dated 19.01.2023,2023,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,G.S.R. NO. 43(E) Companies share capital and debentures amendment rules 2023 dated 21.01.2023,2023,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R. NO. 439 (E) Companies (Appointment and Qualification of Directors) Second Amendment Rules, 2022 dated 10.06.2022",2022,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,G.S.R. NO. 44(E) companies (Management and Administration) amendment rules 2023 dated 21.01.2023,2023,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,G.S.R. NO. 45(E) companies registration offices and fees amendment rules 2023 dated 20.01.2023,2023,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,G.S.R. NO. 46(E) companies Miscellaneous rules 2023 dated 20.01.2023,2023,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R. NO. 662(E) The Companies (Appointment and Qualification of Directors) Third Amendment Rules, 2022 dated 29.08.2022",2022,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R. NO. 663(E) The Companies (Acceptance of Deposits) Amendment Rules, 2022 dated 29.08.2022",2022,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R. NO. 664(E) The Companies (Registration of Charges) Second Amendment Rules, 2022 dated 29.08.2022",2022,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,G.S.R. NO. 700(E) Companies Specification of definition details Amendment Rules 2022 dated 15.09.2022,2022,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"G.S.R.(E) 1064.exercise of the powers conferred by sections 6 and 25 of the Environment (Protection) Act, 1986 (29 of 1986) is hereby",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.1.(E) Environment (Protections), Amendment Rules, 2010",2010,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R.1.(E) Environment (Protections), Amendment Rules, 2010",2010,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.152(E) Envionment (Protection) Amendment Rules, 2012.",2012,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.221.(E) Environment (Protections), (Second Amendment) Rules, 2011",2011,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.232(E) - Environment (Protection) (Third Amendment) Rules, 2014.",2014,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.233.(E).-powers conferred by sections 6 and 25 of the Environment (Protection) Act, 1986 (29 of 1986) read with sub-rule (3) of rule 5 of the Environment (Protection) Rules, 1986 is hereby published,",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R.234(E) 16.03.2018 Bio-Medical Waste Management (Amendment) Rules, 2018",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.261 (E), [15/04/2004] - Biological Diversity Rules, 2004.",2004,CENTRAL,"Ministry of Environment, Forest and Climate Change",biological-diversity-act-2002,"The Biological Diversity Act, 2002"
rule,"G.S.R.281(E): These rules may be called the Environment (Protection) Third Amendment Rules, 2016",2016,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.348(E), [18/4/1995] - The Wildlife (Protection) Rules, 1995",1995,CENTRAL,"Ministry of Environment, Forest and Climate Change",wild-life-protection-act-1972,"The Wild Life (Protection) Act, 1972"
rule,"G.S.R.349(E), [18/4/1995] - The Wildlife (Specified Plants - Conditions for Possession by Licensee) Rules, 1995",1995,CENTRAL,"Ministry of Environment, Forest and Climate Change",wild-life-protection-act-1972,"The Wild Life (Protection) Act, 1972"
rule,"G.S.R.350(E), [18/4/1995] - The Wildlife (Specified Plant Stock Declaration) Central Rules, 1995",1995,CENTRAL,"Ministry of Environment, Forest and Climate Change",wild-life-protection-act-1972,"The Wild Life (Protection) Act, 1972"
rule,"G.S.R.354.(E) Environment (Protections), Third Amendment Rules, 2011",2011,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.424(E) Environment (Protections), Fourth Amendment Rules, 2011",2011,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.446.(E) Environment (Protections), Fifth Amendment Rules, 2011",2011,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.45(E).—Whereas with a view to protecting and improving the quality of environment and preventing, controlling and abating environmental pollution in the National Capital Region (NCR) States,",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R.485(E) Environment (Protection) Third (Amendment) Rules, 2010.",2010,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.520(E): Environment (Protection) Amendment Rules, 2003.",2003,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.540(E), Railway passengers (Manner of investigation of untoward incidents) Amendment Rules, 2007",2007,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"G.S.R.543 (E) These rules may be called the Environment (Protection) Fourth Amendment Rules, 2009,",2009,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.544(E)11th June 2018 Hazardous and other Wastes (Managemetn & Trans-boundary Movement) Amendment Rules, 2018",2018,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.552(E) Railway Accident Compensation Rules, 1990",1990,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"G.S.R.58(E), [27/2/1975] - The Water (Prevention and Control of Pollution) Rules, 1975",1975,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R.6(E), [21/12/1983] - The Air (Prevention and Control of Pollution) (Union Territories) Rules, 1983",1983,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R.61.(E) Environment (Protections), Second Amendment Rules, 2010",2010,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.620(E), Railway accidents and Untoward Incidents (Compensation) Amendment Rules, 1997",1997,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"G.S.R.712(E), [18/11/1982] - The Air (Prevention and Control of Pollution) Rules, 1982",1982,CENTRAL,"Ministry of Environment, Forest and Climate Change",air-prevention-control-pollution-act-1981,"The Air (Prevention and Control of Pollution) Act, 1981"
rule,"G.S.R.727(E) The State Pollution Control Board (Manner of Nomination and other Terms and Conditions of Service of Chairman) Rules, 2024.",2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R.739(E) Environment (Protection) fifth (Amendement) Rules, 2010",2010,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.820(E)- Environment (Protection) Fourth Amendment Rules, 2012.",2012,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"G.S.R.830(E), 831(E), [24/11/2011] - The Water (Prevention and Control of Pollution) Amendment Rules, 2011",2011,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.S.R.840(E), [22/11/2012] - The Central Pollution Control Board (Member-Secretary, Terms and Conditions of Service and Recruitment) Rules, 2012",2012,CENTRAL,"Ministry of Environment, Forest and Climate Change",water-prevention-control-pollution-act-1974,"The Water (Prevention and Control of Pollution) Act, 1974"
rule,"G.SR794(E) hese rules may be called the Environment (Protection) sixth Amendment Rules, 2009.",2009,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GENERAL GRADING AND MARKING RULES, 1988",1989,CENTRAL,Ministry of Agriculture and Farmers Welfare,agricultural-produce-grading-marking-act-1937,"The Agricultural Produce (Grading and Marking) Act, 1937"
rule,"GENERAL PROVIDENT FUND RULES, 1966",2000,CENTRAL,Ministry of Textiles,central-silk-board-act-1948,"The Central Silk Board Act, 1948"
rule,GENERAL SERVICE RULES FOR EMPLOYEES UNDER SECTION- 29 of RGIPT Act,2017,CENTRAL,Ministry of Petroleum and Natural Gas,rajiv-gandhi-institute-petroleum-technology-act-2007,"The Rajiv Gandhi Institute of Petroleum Technology Act, 2007"
rule,"GS.R 456(E) Companies (Appointment and Qualification of Directors) Second Amendment Rules, 2022 dated 17.06.2022",2022,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"GS.R. 579(E) hese rules may be called the Environment (Protection) Sixth Amendment Rules, 2008",2008,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GS.R. 97(E). These rules may be called the Environment (Protection) Amendment Rules, 2009",2009,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GS.R.277(E)-Environment (Protection) (Third Amendment) Rules, 2012.",2012,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GS.R481(E)—These rules may be called the Environment (Protection) Fifth Amendment Rules, 2008,",2008,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GSR 101 Indian Railways (Open Lines) General ( Amendment) Rules, 1998",1998,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 1063 The Passports Application (Facilitation and Processing) Rules, 2017 (24.08.2017)",2017,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 1117(E) dated 15.11.2018 The Passports (3rd Amendment) Rules, 2018",2018,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 1155 The Passports (Second Amendment) Rules, 1988 (21.11.1988)",1988,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 116(E) Indian Railways (Open Lines) General ( Amendment) Rules, 2008",2008,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 1170 The Passports (Amendment) Rules, 2016 (23.12.2016)",2016,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 1171 The Passports (Amendment) Rules, 2016 (23.12.2016)",2016,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 1179(E) dated 06.12.2018 - Corrigendum to GSR 1088(E) dated 05.11.2018,2018,CENTRAL,Ministry of Communications,indian-telegraph-act-1885,"The Indian Telegraph Act, 1885"
rule,"GSR 1205 (E) The Railways (Punitive charges for overloading of wagon) Second Amendment Rules, 2018",2018,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 1215 The Passports (Amendment) Rules, 2017 (29.09.2017)",2017,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,GSR 125 dt 18.2.2019 Terms and Conditions of Selection Committee NFRA rules,2019,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
rule,"GSR 1366 The Passports (Amendment) Rules, 2017 (30.10.2017)",2017,CENTRAL,Ministry of External Affairs,passports-act-1967,"The Passports Act, 1967"
rule,"GSR 157(E)- Indian Railways (Open Lines) General Amendment Rules, 2021",2021,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 168(E) The Indian Railways (Open Lines) General Amendment Rules, 2020",2020,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 189 (E): National Environment Appellate Authority (Salary, Allowances and Conditions of Service of Members) Rules, 1998",1998,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
rule,"GSR 194(E) Indian Railways (Open Lines) General ( Amendment) Rules, 2015",2015,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 213 (E) Indian Railways (Open Lines) General ( Amendment) Rules, 1999",1999,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 221 (E) Indian Railways (Open Lines) General ( Amendment) Rules, 2006",2006,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 245 Indian Railways (Open Lines) General ( Amendment) Rules, 1991",1992,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 260 (E), dated 17/04/2013 - National Green Tribunal (Recruitment, Salaries and Other Terms and Conditions of Service of Officers and Other Employees) (Amendment) Rules, 2013.",2013,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,GSR 264 (E) Hours of Work and Period of Rest Amendment Rules 2007,2007,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 278 (E) The Railways (Punitive charges for overloading of wagon) Amendment Rules, 2018",2018,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 283 (E) Indian Railways (Open Lines) General ( Third Amendment) Rules, 1999",1999,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,"GSR 295 (E), dated 04/04/2011 - NGT (Financial and Administrative Powers), Rules, 2011.",2011,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,"GSR 296 (E), dated 04/04/2011 - NGT (Practice and Procedure) Rules, 2011.",2011,CENTRAL,"Ministry of Environment, Forest and Climate Change",national-green-tribunal-act-2010,"The National Green Tribunal Act, 2010"
rule,"GSR 311 (E) Indian Railways (Open Lines) General ( Amendment) Rules, 2007",2007,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
rule,GSR 320 The Indian railways (Open Lines) General (Amendment) Rules 1983,1983,CENTRAL,Ministry of Railways,railways-act-1989,"The Railways Act, 1989"
